"Name","ActiveHomeListingCount","AggravatedAssault","AggravatedAssaultRate","AggregateHouseholdIncome","Area","AverageHomeListingPrice","BurglaryRate","CitySalesTaxRate","CrimeRate","Elevation","GiniIndex","HousePriceIndex","HousingUnits","Latitude","Longitude","MedianAge","NumberOfHomes","PerCapitaIncome","Population","UnemploymentRate"
"Minneota",39.,1,0.0007353,36546200,1.4301,177965.,0.,0.,0.0044118,1.17e3,0.322,"Missing[""NotAvailable""]",538,44.5625549,-95.98263,47.4,6909,29404,1366,"Missing[""NotAvailable""]"
"Starbuck","Missing[""NotAvailable""]",0,0.,37431600,1.5697,"Missing[""NotAvailable""]",0.003984100000000001,0.,0.038247,1.17e3,0.4218,"Missing[""NotAvailable""]",591,45.612037,-95.5333128,37.8,"Missing[""NotAvailable""]",26817,1365,"Missing[""NotAvailable""]"
"Hayfield",433.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",35615600,1.2668,454990.,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",1.32e3,0.343,314.89,630,43.8903123,-92.8470546,39.,66771,25933,1364,"Missing[""NotAvailable""]"
"Menahga","Missing[""NotAvailable""]",0,0.,21667100,3.7002,"Missing[""NotAvailable""]",0.,0.,0.0045627,1.4e3,0.4004,"Missing[""NotAvailable""]",485,46.7536972,-95.1028639,49.4,"Missing[""NotAvailable""]",20868,1340,"Missing[""NotAvailable""]"
"Red Lake Falls","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",41154300,2.0328,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.04e3,0.4103,"Missing[""NotAvailable""]",652,47.8839726,-96.2730324,46.1,"Missing[""NotAvailable""]",30115,1339,"Missing[""NotAvailable""]"
"Grand Marais","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",37988900,2.8993,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.5,"Missing[""NotAvailable""]",617.,0.4037,"Missing[""NotAvailable""]",699,47.7587099,-90.3443533,45.1,"Missing[""NotAvailable""]",28184,1337,"Missing[""NotAvailable""]"
"Frazee","Missing[""NotAvailable""]",4,0.0028633,28625900,1.0619,"Missing[""NotAvailable""]",0.0007158,0.,0.017179600000000003,1.39e3,0.357,"Missing[""NotAvailable""]",519,46.7289451,-95.7039849,35.,"Missing[""NotAvailable""]",23179,1335,"Missing[""NotAvailable""]"
"Winthrop","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",40365800,1.061,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.04e3,0.3799,"Missing[""NotAvailable""]",591,44.5433472,-94.3612208,38.9,"Missing[""NotAvailable""]",29623,1332,"Missing[""NotAvailable""]"
"Preston","Missing[""NotAvailable""]",0,0.,40562500,2.4463,"Missing[""NotAvailable""]",0.,0.,0.0023256,958.,0.437,"Missing[""NotAvailable""]",632,43.6723397,-92.0826065,36.9,"Missing[""NotAvailable""]",27686,1322,"Missing[""NotAvailable""]"
"Medford",54.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",37696400,1.1516,301081.,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",1.1e3,0.3031,"Missing[""NotAvailable""]",471,44.1685261,-93.2480844,31.6,11393,27541,1315,"Missing[""NotAvailable""]"
"Glyndon",716.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",38429100,1.5108,403716.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",925.,0.4117,315.04,461,46.8717132,-96.5796356,31.3,56879,30019,1306,"Missing[""NotAvailable""]"
"Redby",95.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",10403500,5.3793,373831.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.22e3,0.4052,"Missing[""NotAvailable""]",270,47.8720791,-94.9255704,21.3,12128,9780,1302,"Missing[""NotAvailable""]"
"Renville","Missing[""NotAvailable""]",1,0.0008496,28442400,1.3923,"Missing[""NotAvailable""]",0.0016992,0.,0.0178419,1.07e3,0.345,"Missing[""NotAvailable""]",481,44.7877001,-95.2143822,42.3,"Missing[""NotAvailable""]",23979,1301,"Missing[""NotAvailable""]"
"Northeast Itasca","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",398.84,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.38e3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",47.6502968,-93.3446296,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1298,"Missing[""NotAvailable""]"
"New York Mills",143.,0,0.,28040900,1.2967,426443.,0.0008143000000000001,0.,0.0057003,1.41e3,0.3749,"Missing[""NotAvailable""]",525,46.5196303,-95.3727804,37.8,19684,22636,1294,"Missing[""NotAvailable""]"
"Bagley","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",30812600,1.9499,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.45e3,0.4961,"Missing[""NotAvailable""]",576,47.5243831,-95.40428,40.3,"Missing[""NotAvailable""]",23976,1285,"Missing[""NotAvailable""]"
"Royalton","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",32387500,1.9873,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.08e3,0.3987,"Missing[""NotAvailable""]",506,45.8302197,-94.2926783,37.,"Missing[""NotAvailable""]",27083,1281,"Missing[""NotAvailable""]"
"Elbow Lake","Missing[""NotAvailable""]",0,0.,38875500,1.3451,"Missing[""NotAvailable""]",0.,0.,0.0008787000000000002,1.22e3,0.4151,"Missing[""NotAvailable""]",589,45.9906478,-95.983874,39.8,"Missing[""NotAvailable""]",30930,1276,"Missing[""NotAvailable""]"
"Edgerton","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",37459300,1.1595,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.58e3,0.4417,"Missing[""NotAvailable""]",524,43.8753304,-96.1304721,42.1,"Missing[""NotAvailable""]",28689,1258,"Missing[""NotAvailable""]"
"Spring Grove",139.,0,0.,32435900,0.95453,378964.,0.0007911000000000001,0.,0.015031600000000003,1.32e3,0.4073,320.86,575,43.5607544,-91.6369668,45.8,36826,25198,1256,"Missing[""NotAvailable""]"
"New London",56.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",35645500,1.189,479809.,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",1.21e3,0.4757,"Missing[""NotAvailable""]",513,45.2968753,-94.9475297,42.7,12442,31140,1252,"Missing[""NotAvailable""]"
"Fairfax","Missing[""NotAvailable""]",3,0.0026619,24734200,1.3042,"Missing[""NotAvailable""]",0.,0.,0.015084300000000002,1.03e3,0.3166,"Missing[""NotAvailable""]",453,44.5283342,-94.7232082,37.5,"Missing[""NotAvailable""]",22893,1250,"Missing[""NotAvailable""]"
"Goodhue",90.,0,0.,38814300,0.94356,377679.,0.,0.5,0.,1.13e3,0.3732,"Missing[""NotAvailable""]",484,44.4005024,-92.6256052,31.7,14712,30039,1250,"Missing[""NotAvailable""]"
"Madison Lake",138.,0,0.,40176700,1.0351,369197.,0.0008453000000000001,0.,0.0008453000000000001,1.05e3,0.4406,299.98,429,44.2047909,-93.8162215,40.1,25590,41234,1247,"Missing[""NotAvailable""]"
"Mahnomen","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",24952100,1.0561,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.21e3,0.4316,"Missing[""NotAvailable""]",514,47.3144394,-95.9672304,39.1,"Missing[""NotAvailable""]",20150,1240,"Missing[""NotAvailable""]"
"New Richland","Missing[""NotAvailable""]",0,0.,26387800,0.60612,"Missing[""NotAvailable""]",0.0050505,0.,0.026936,1.18e3,0.4004,"Missing[""NotAvailable""]",472,43.8936526,-93.4937759,39.,"Missing[""NotAvailable""]",23842,1229,"Missing[""NotAvailable""]"
"Adrian",30.,0,0.,38829900,1.1099,245344.,0.0008197,0.,0.0040984,1.56e3,0.4767,"Missing[""NotAvailable""]",504,43.6335638,-95.9334899,40.6,5714,34096,1194,"Missing[""NotAvailable""]"
"Bowstring Lake","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",214.65,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.3e3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",47.5227921,-94.2090652,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1178,"Missing[""NotAvailable""]"
"Dellwood",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",112233500,2.6556,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",942.,0.461,332.1,402,45.0987681,-92.9675617,41.8,979442,86594,1171,"Missing[""NotAvailable""]"
"Cottonwood",39.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",36680300,1.0409,177965.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.08e3,0.356,"Missing[""NotAvailable""]",522,44.6109547,-95.6720715,35.9,6909,27841,1149,"Missing[""NotAvailable""]"
"Nicollet",138.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",34659500,0.94389,369197.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",984.,0.3294,299.98,466,44.2743478,-94.1883701,31.2,25590,27995,1143,"Missing[""NotAvailable""]"
"Shafer",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",31697200,1.2666,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",942.,0.3188,332.1,409,45.3895117,-92.7507501,29.1,979442,26934,1142,"Missing[""NotAvailable""]"
"Tyler","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",29278000,1.9672,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.74e3,0.4113,"Missing[""NotAvailable""]",533,44.2791226,-96.1349765,45.,"Missing[""NotAvailable""]",23301,1138,"Missing[""NotAvailable""]"
"Grand Meadow",79.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",32134200,0.6658,236183.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.35e3,0.4449,"Missing[""NotAvailable""]",454,43.7058497,-92.5703668,36.5,11382,29447,1127,"Missing[""NotAvailable""]"
"Atwater",56.,0,0.,25229500,1.0348,479809.,0.,0.,0.0009009000000000002,1.22e3,0.3203,"Missing[""NotAvailable""]",415,45.1354917,-94.7768772,38.,12442,25428,1124,"Missing[""NotAvailable""]"
"Elgin",433.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",37160600,0.91948,454990.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.06e3,0.3412,314.89,499,44.130877,-92.254091,32.,66771,29346,1115,"Missing[""NotAvailable""]"
"Wanamingo",90.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",34140300,1.4038,377679.,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",1.05e3,0.3865,"Missing[""NotAvailable""]",499,44.3027469,-92.7872568,40.7,14712,29571,1113,"Missing[""NotAvailable""]"
"Spicer",56.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",41992400,1.137,479809.,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",1.17e3,0.4415,"Missing[""NotAvailable""]",544,45.2345363,-94.9404511,47.3,12442,36409,1112,"Missing[""NotAvailable""]"
"Harris",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",34606600,19.937,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",906.,0.3509,332.1,418,45.5966208,-92.9887112,44.3,979442,33130,1111,"Missing[""NotAvailable""]"
"Mantorville",433.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",36394100,1.4223,454990.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.18e3,0.3612,314.89,386,44.0659372,-92.7536624,41.5,66771,36839,1111,"Missing[""NotAvailable""]"
"Truman","Missing[""NotAvailable""]",0,0.,26378800,1.0874,"Missing[""NotAvailable""]",0.0009533,0.,0.0019066,1.11e3,0.3458,"Missing[""NotAvailable""]",482,43.8278691,-94.4366617,51.9,6484,25161,1092,"Missing[""NotAvailable""]"
"Lake Saint Croix Beach",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",41305000,0.54733,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",692.,0.3644,332.1,458,44.9244348,-92.765188,43.9,979442,39350,1071,"Missing[""NotAvailable""]"
"Sherburn","Missing[""NotAvailable""]",1,0.0009183,27721400,0.91364,"Missing[""NotAvailable""]",0.0018365000000000002,0.,0.005509700000000001,1.29e3,0.3812,"Missing[""NotAvailable""]",466,43.6548066,-94.7272731,42.7,6484,27316,1058,"Missing[""NotAvailable""]"
"Lake Shore",292.,0,0.,50531600,12.699,577868.,0.0028409,"Missing[""NotAvailable""]",0.0056818,1.24e3,0.4032,"Missing[""NotAvailable""]",470,46.4950812,-94.3613039,51.5,31735,48234,1056,"Missing[""NotAvailable""]"
"Taylors Falls",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",30202100,4.0956,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",751.,0.3829,332.1,443,45.4057982,-92.6733722,42.4,979442,28124,1055,"Missing[""NotAvailable""]"
"Harmony","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",33071000,1.1292,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.35e3,0.4184,"Missing[""NotAvailable""]",481,43.5539363,-92.0075837,59.7,"Missing[""NotAvailable""]",33971,1043,"Missing[""NotAvailable""]"
"Eden Valley","Missing[""NotAvailable""]",0,0.,24559200,1.2155,"Missing[""NotAvailable""]",0.,0.,0.0009662000000000002,1.12e3,0.3851,"Missing[""NotAvailable""]",467,45.3265952,-94.5458983,35.,"Missing[""NotAvailable""]",24244,1027,"Missing[""NotAvailable""]"
"Little Rock",95.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",16699900,7.2185,373831.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.2e3,0.3983,"Missing[""NotAvailable""]",297,47.8645878,-95.1001546,20.,12128,14620,1021,"Missing[""NotAvailable""]"
"Parkers Prairie",143.,0,0.,22620400,1.2151,426443.,0.001002,0.,0.006012000000000001,1.47e3,0.3691,"Missing[""NotAvailable""]",410,46.1528201,-95.3298163,37.8,19684,24471,1020,"Missing[""NotAvailable""]"
"Hector","Missing[""NotAvailable""]",0,0.,29731100,1.5546,"Missing[""NotAvailable""]",0.,0.,0.0095694,1.08e3,0.3991,"Missing[""NotAvailable""]",433,44.7420182,-94.7134464,46.5,"Missing[""NotAvailable""]",30458,1012,"Missing[""NotAvailable""]"
"Sand Lake",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.49e3,"Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",47.665798,-92.620613,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",1010,"Missing[""NotAvailable""]"
"Bird Island","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",29446200,1.5328,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.09e3,0.4502,"Missing[""NotAvailable""]",420,44.7646941,-94.8950167,52.4,"Missing[""NotAvailable""]",34577,1005,"Missing[""NotAvailable""]"
"Houston",139.,0,0.,26232100,0.92613,378964.,0.,0.,0.,686.,0.4567,320.86,479,43.7606327,-91.5706502,41.6,36826,25606,997,"Missing[""NotAvailable""]"
"Watkins","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",21832100,0.70645,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.16e3,0.4161,"Missing[""NotAvailable""]",418,45.314524,-94.4114358,32.8,"Missing[""NotAvailable""]",24049,991,"Missing[""NotAvailable""]"
"Scanlon",499.,0,0.,35745800,0.84425,359005.,0.,"Missing[""NotAvailable""]",0.,1.21e3,0.3403,367.16,469,46.7064796,-92.4299071,34.9,89813,30480,987,"Missing[""NotAvailable""]"
"East Gull Lake",292.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",48654200,7.8575,577868.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.25e3,0.4309,"Missing[""NotAvailable""]",455,46.4042647,-94.3568153,48.6,31735,47669,986,"Missing[""NotAvailable""]"
"Keewatin","Missing[""NotAvailable""]",0,0.,24451400,2.4579,"Missing[""NotAvailable""]",0.0009794,0.,0.0097943,1.46e3,0.397,"Missing[""NotAvailable""]",519,47.4010709,-93.08237,46.7,"Missing[""NotAvailable""]",21808,984,"Missing[""NotAvailable""]"
"North Carlton",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",125.26,359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.31e3,"Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",46.7077665,-92.7760115,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",976,"Missing[""NotAvailable""]"
"Nashwauk","Missing[""NotAvailable""]",1,0.0010582,35160500,14.576,"Missing[""NotAvailable""]",0.0010582,0.,0.005291,1.47e3,0.4194,"Missing[""NotAvailable""]",541,47.3807131,-93.1652006,40.1,"Missing[""NotAvailable""]",29816,970,"Missing[""NotAvailable""]"
"Walker",292.,2,0.0021505000000000005,22864300,2.473,577868.,0.0043011,1.5,0.04731180000000001,1.32e3,0.4164,"Missing[""NotAvailable""]",444,47.0884881,-94.5816651,43.8,31735,24672,966,"Missing[""NotAvailable""]"
"Baudette","Missing[""NotAvailable""]",0,0.,17386500,4.2464,"Missing[""NotAvailable""]",0.0009479000000000001,0.,0.0009479000000000001,1.09e3,0.4236,"Missing[""NotAvailable""]",424,48.7122666,-94.591807,37.7,"Missing[""NotAvailable""]",19529,966,"Missing[""NotAvailable""]"
"Biwabik",499.,0,0.,17036800,8.9734,359005.,0.,0.,0.0085106,1.45e3,0.4235,367.16,323,47.5403845,-92.3421866,45.5,89813,29140,961,"Missing[""NotAvailable""]"
"Henderson","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",35717300,1.064,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",755.,0.4953,"Missing[""NotAvailable""]",361,44.5267275,-93.9097113,40.3,"Missing[""NotAvailable""]",40887,960,"Missing[""NotAvailable""]"
"Hilltop",6996.,1,0.0013643000000000001,15577900,0.11976,524274.,0.006821300000000001,"Missing[""NotAvailable""]",0.1050477,948.,0.3487,332.1,438,45.0535636,-93.2501286,32.9,979442,15302,958,"Missing[""NotAvailable""]"
"Le Roy",79.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",26913000,0.69016,236183.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.29e3,0.3778,"Missing[""NotAvailable""]",450,43.5132552,-92.5076407,43.6,11382,26646,957,"Missing[""NotAvailable""]"
"Buhl",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",21589600,3.348,359005.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.53e3,0.3822,367.16,455,47.4984106,-92.7814178,48.9,89813,23779,952,"Missing[""NotAvailable""]"
"Morristown",136.,0,0.,25876100,1.018,456107.,0.001007,0.,0.0161128,1.e3,0.3798,"Missing[""NotAvailable""]",392,44.2246299,-93.4452285,41.7,17247,28057,949,"Missing[""NotAvailable""]"
"Carlton",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",27946200,2.0569,359005.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.08e3,0.3898,367.16,464,46.6559626,-92.4185624,50.,89813,27193,948,"Missing[""NotAvailable""]"
"Pine River",292.,0,0.,17741100,1.1619,577868.,0.0054054,0.,0.061621600000000006,1.29e3,0.3678,"Missing[""NotAvailable""]",428,46.7232888,-94.3965994,40.2,31735,20726,911,"Missing[""NotAvailable""]"
"Deer River","Missing[""NotAvailable""]",2,0.0021436000000000003,19324500,1.291,"Missing[""NotAvailable""]",0.0021436000000000003,0.,0.022508000000000004,1.29e3,0.422,"Missing[""NotAvailable""]",386,47.3409989,-93.7962511,42.6,"Missing[""NotAvailable""]",20467,909,"Missing[""NotAvailable""]"
"Martin Lake","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",31450600,1.3774,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.4129,"Missing[""NotAvailable""]",381,45.3833839,-93.0899399,51.9,"Missing[""NotAvailable""]",39518,907,"Missing[""NotAvailable""]"
"Hallock","Missing[""NotAvailable""]",0,0.,34245300,2.0352,"Missing[""NotAvailable""]",0.,0.,0.,817.,0.3574,"Missing[""NotAvailable""]",452,48.76585,-96.9441237,48.9,"Missing[""NotAvailable""]",30755,906,"Missing[""NotAvailable""]"
"East Cook","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",395.01,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.82e3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",47.9703343,-90.1714093,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",904,"Missing[""NotAvailable""]"
"Morgan","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",20640400,0.54904,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.04e3,0.3616,"Missing[""NotAvailable""]",352,44.4158605,-94.9249212,36.2,"Missing[""NotAvailable""]",24795,888,"Missing[""NotAvailable""]"
"Mazeppa",433.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",27638900,1.0857,454990.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",955.,0.3861,314.89,353,44.2736624,-92.5403661,44.5,66771,33680,874,"Missing[""NotAvailable""]"
"Vineland","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",12623100,9.3231,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.25e3,0.4635,"Missing[""NotAvailable""]",254,46.1756672,-93.7877582,24.9,"Missing[""NotAvailable""]",14820,869,"Missing[""NotAvailable""]"
