Yr cohort reaches HS graduation,Non-metropolitan portions of states or combined states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan statistical areas,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,AK HI,AZ,AR,CA,CO WY,DE MD VA WV,FL,GA,ID MT,IL,IN,IA,KS NE ND SD,KY,LA,ME NH VT,MA RI CT,MI,MN,MS,MO,NV,NM,NY,NC,OH,OK,OR WA,PA NJ,SC,TN,TX,UT,WI,Atlanta,Boston,Charlotte,Chicago,Cincinnati,Cleveland,Dallas,Denver,Detroit,Houston,Kansas City,Los Angeles,Miami,Minneapolis-St. Paul,New York City,Orlando,Philadelphia,Phoenix,Pittsburgh,Portland,Sacramento,San Antonio,San Diego,San Fran,Seattle,St. Louis,Tampa,DC
Age 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,22983.82,8261.11,7867.112,13962.85,65425.65,12185.85,53304.82,39167.66,20499.93,14419.11,12495.91,26660.42,16843.79,27959.1,18736.97,22058.13,5697.822,23227.36,26521.16,10318.59,13664.86,12553.42,13599.11,7917.946,21831.8,37499.97,36895.91,18339.49,31087.11,28980.27,20558.91,29921.31,61640.38,20031.94,25331.76,32827.97,22221.14,15849.3,44148.09,12075.47,10067.63,45594.68,14867.71,20510.36,42866.96,11657.65,43658.23,31071.64,20569.58,90574.86,13414.84,26628.79,25603.45,8734.543,1579.229,10622.16,15574.93,14536.82,17211.63,17083.88,14108.15,14414.89,42111.71
2030,22551.77,8222.817,6661.476,15199.11,60772.29,11639.75,50964.04,40296.57,19449.77,12987.01,12314.03,28875.33,15011.9,28736.65,17254.49,17463.74,6676.176,21613.81,26762.03,10317.67,10847.73,12180.49,12116.38,7328.894,21921.83,41882.89,32448.34,17779.58,28214.4,28811.93,18831.19,28019.71,56017.55,16869.6,28616.58,31632.37,22332.27,15702.42,43224.06,10848.71,7967.99,42016.03,14923.78,19557.91,40324.34,11800.56,39690.23,29122.74,21506.25,79964.06,14285.49,26383.79,21743.29,8066.861,1933.077,9044.638,17034.69,10509.74,16964.23,18459.35,12255.3,14521.83,39413.15
2029,21915.55,6833.277,7901.88,14136.11,60570.13,11535.98,53121.5,40503.08,21553.32,13351.86,13280.99,29885.44,15447.07,27133.13,14964.2,19205.35,5797.657,23055.36,24215.12,10342.23,13574.45,11945.24,13073.12,8197.322,23193.83,36842.01,33322.92,18215.18,29157.02,29645.09,21676.89,29680.07,57785.26,18495.36,23971.72,33465.57,18845.36,16288.6,44278.78,11006.6,8303.511,44667.11,15623.38,19583.02,40047.23,10804.64,39684.86,30200.16,22227.51,83509.48,14378.97,27854.23,22094.53,7371.928,1486.138,10330.27,15978.93,11362.2,16587.07,17489.4,12116.44,14485.14,39659
2028,22122.91,8000.527,7075.267,14568.7,61895.05,11978.12,56343.72,41378.2,20206.53,13729.5,13836.19,29610.78,16859.95,28587.82,18050.98,19488.04,5526.245,23021.22,27540.29,10044.22,13102.26,11494.08,12929.11,8195.35,22119.42,42880.79,33938.64,17120.68,30301.54,29447.34,21158.59,29288.43,59991.34,19627.19,26604.52,33321.3,19163.74,15168.41,46894.1,10601.96,7533.543,43360.2,14565.2,19148.77,44922.11,11338.96,41783.71,32351.7,21127.31,84027.45,13519.73,28645.43,23163.17,7553.908,1449.341,10061.01,15136.48,11123.39,17385.77,16419.98,14123.16,15788.08,40265.92
2027,22816.42,8630.555,7732.853,15613.77,61606.36,12634.14,54537.14,44875.84,21959.46,13839.08,14748.96,28609.57,15218.42,29559.09,18461,20668.08,5690.546,24306.66,27171.11,9706.623,11886.39,13349.76,12852.9,7547.922,22404.55,41398.11,36624.48,20011.77,29824.31,30555.55,22693.52,31114.17,61717.5,18349.45,28350.9,34263.45,21483.49,17271.7,42995.96,12813.79,8871.358,48234.47,15088.19,20977.49,43084.91,12257.81,41860.92,31616.67,21089.9,86395.35,14433.19,29067.4,24027.92,7992.986,1558.02,10195.38,15249.2,10342.12,17034.36,16558.49,13256.54,15882.1,38813.25
2026,24421.46,7929.874,8683.204,15596.64,66056.77,13601.6,56317.23,43455.13,23640.29,13906.75,14692.34,28341.55,18163.54,31391.83,17977.44,22926.82,6628.586,23803.19,26779.63,10687.23,13647.6,12271.29,13760.59,7520.375,22599.11,41438.24,38269.46,19696.61,28535.63,29269.54,23290.76,33013.15,63568.18,19913.91,26371.6,35829.69,21046.46,16674.48,49819.43,13275.01,9140.687,49652.73,15584.97,22403.37,43939.29,11940.18,44680.84,31763.7,21731.51,91932.82,16501.29,30902.18,24598.69,8481.926,1950.582,9665.053,15634.5,10278.66,18654.99,16315.6,15577.07,15620.28,40157.43
2025,23674.18,8160.998,8200.272,15737.09,65353.86,13017.42,61195.83,44466.86,24771.96,14627.88,15081.77,31205.77,17650.5,30216.82,18486.82,22190.49,6345.841,25253.74,28114.63,11086.89,15272.47,13379.41,13383.9,8859.205,22014.69,44756.5,37225.84,19057.94,30549.56,30439.55,22773.35,31898.9,65995.09,19334.6,27476.8,36016.73,22311.4,18314.47,51045.63,13686.05,9082.546,50088.9,15504.66,20465.9,45323.37,11821.42,43907.98,33579.7,22087.98,94668.64,17195.35,30305.22,26486.74,9283.621,2095.048,10731.41,15588.67,12659.32,18422.1,16448.57,13346.38,16320.9,42832.08
2024,24797.66,7379.268,8099.5,15071.21,63269.13,13959.14,52488.29,44422.93,23514.54,13465.83,14926.92,28034.6,17123.59,27031.56,18528.07,21533.83,7098.433,24839.98,26034.24,9274.052,14684.87,11612.43,12430.52,9007.04,20957.19,43554.79,37492.57,20711.63,28792.97,31403.23,21770,31145.25,64000.88,19794.46,28326.29,38458.66,22155.47,17446.25,52076.14,11623.72,10468.06,45505.71,15714.43,22521.38,41630.39,11405.84,43195.01,33013.77,19936.67,89323.77,12221.53,31604.85,23858.91,9598.869,2008.79,10576.17,15108.33,10701.16,17040.44,16333.84,13591.82,15655.39,40295.88
2023,24068.29,8673.487,8022.06,13532.78,60022.74,12540.66,58368.41,41029.25,21117.93,14586.43,14555.52,30645.58,17922.64,28894.79,20124.78,21166.54,7354.96,25834.01,25288.4,9772.073,12640.59,12409.67,10978.92,7667.345,24097.7,43315.95,37549.17,17847.14,26042.78,29809.19,25453.59,31477.13,64227.91,18787.69,28047.8,38433.3,18554.73,18643.92,48848.75,11421.54,9807.742,52216.23,16197.2,24045.9,45722.64,12767.77,41634.65,35393.58,22248.25,92045.97,15723.14,28474.07,25717.97,8502.483,1868.363,9268.266,15739.88,11818.46,17982.06,16542.79,14776.41,15918.36,40689.7
2022,22152.76,8241.009,8171.63,15456.89,59311.22,12483.62,57624.46,42446.88,24173.79,14037.07,14767.51,31818.69,14605.21,28199.92,15784.5,22796.63,6631.159,25245.14,29270,9778.059,14367.56,12987.7,11332.99,7978.468,22756.78,43116.43,37725.29,18132.15,26881.19,29551.11,22504.23,29351.26,59659.52,18018.46,25344.93,36022.18,21158.81,16226.96,49868.81,12028.43,9654.189,46199.28,15525.15,23181.71,43455.49,12623.94,45570.88,33310.88,21109.18,89985.02,14114.13,31664.8,22996.08,8933.242,2140.575,9656.906,14469.39,12336.02,18551.69,15256,16469.95,16288.18,41445.96
2021,23029.71,7075.805,7904.524,14361.38,55911.48,13204.17,57512.09,40870.19,25934.09,13908.4,16544.79,30584.01,15996.81,29351.79,18061.46,20162.54,6784.297,24290.17,27669.62,9474.353,13086.71,11959.96,11669.09,6736.403,25202.77,43197.39,37899.77,20575.32,28017.38,31805.08,21900.54,33318,60842.2,19277.58,27109.45,39307.95,23417.15,17108.46,46910.45,11076.4,10118.96,46486.28,17037.03,22649.23,46227,12503.53,42803.8,30761.04,20598.98,88116.66,17191.34,29128.27,21945.75,9859.668,2189.419,9171.057,14822.13,11513.09,16728.64,13580.36,15457.01,15400.64,41150.64
2020,24105.23,7624.457,8087.359,15316.7,54500.8,12464.81,59973.45,41175.2,23266.75,11683.05,14884.14,30618.55,16325.53,26168.85,18565.01,20210.61,6962.175,25861.43,26408.4,11175.85,12732.68,12303.72,11382.64,7870.9,23876.3,42727.51,35983.22,19961.74,25315.56,30979.52,22457.63,29157,58578.6,18389.61,28252.22,40172.01,21073.73,15544.86,46608.86,11680.11,9778.401,44810.59,14911.16,22387.63,38828.09,12286.69,43054.74,32363.15,22021.02,86300.63,14636.6,28323.76,21957.69,8413.563,1952.049,10201.89,14961.75,11308.78,17117.99,13952.96,14169.6,15248.55,37180.78
2019,21300.12,7300.784,7612.185,13774.07,55376.86,13568.91,59580.96,43280.29,22530.13,14357.42,14831.54,29576.08,16395.82,27442.54,17657.5,22559.63,7824.588,25875.51,29611.91,8918.806,14349.13,10776.1,10943.83,8028.644,24340.64,45302.22,37395.67,18524.19,26411.53,27737.88,23229.35,29491.95,58844.86,19350.04,26341.2,38730.93,22278.63,19258.01,52942.92,12978.7,10637.63,47469.03,16116.03,25017.44,43954.32,12481.55,44719.16,32599.14,21140.89,91390.34,15564.17,28483.33,23262.03,10959.82,2292.742,9486.895,13847.3,11325.54,17841.61,14302.2,17232.25,16767.69,43335.88
2018,24421.48,6624.71,7692.351,15146.77,53306.06,13041.35,57961.65,41872.64,23779.59,13522.91,16633.01,29521.28,15508.25,28255.24,18791.03,22713.68,6353.764,25649.86,25794.71,10251.65,12533.69,12957.07,11478.75,6478.674,25578.61,43494.19,38840.71,20073.23,24739.61,30346.66,23042,32499.94,62701.77,16698.85,26899.77,38470.98,21684.26,16497.34,51407.91,13208.84,10538.19,44505.66,13705.1,21835.94,40589.56,12456.7,45692.87,31185.78,23245.24,88538.1,14298.59,31325.15,20720.34,9421.612,2018.33,8366.656,12831.62,11615.8,16837.78,15282.46,13284.61,16831.46,38382.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend private four-year post-secondary institution after high school graduation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,7403.325,5398.557,3114.084,5193.283,44820.13,4971.228,20970.37,17970.65,7852.854,5799.61,7881.513,12708.69,10494.85,12056.35,6363.934,5758.244,4353.971,18513.33,10962.06,3965.302,3854.314,4345.643,7044.879,3333.434,18909.82,17231.88,16227.38,5816.706,14956.97,28710.99,9341.703,11793.38,29425.49,9287.538,12252.36,13337.9,27187.77,6306.658,22445.45,4677.374,5746.289,16737.78,7320.093,10888.09,20756.4,4099.193,18041.47,16536.26,9804.424,75061.64,6380.324,20173.82,10806.19,8843.792,1860.631,5238.021,6813.667,6535.267,13369.45,9939.261,6413.292,6664.864,17797.36
2034,8739.984,6227.808,3261.094,5073.909,33140.2,5009.711,20208.55,19974.29,7872.724,6057.811,6642.493,15798,7896.574,14342.09,6323.715,6419.062,5779.156,24928.96,12039,4340.895,3893.356,4567.568,6016.333,3213.724,18353.15,16593.28,17534.23,5335.549,14577.48,30054.25,8499.175,11819.96,20880.2,9450.602,11983.54,15374.08,22963.02,8524.616,24696.18,5530.707,4255.939,15504.76,6966.874,11901.25,16750.91,4753.919,24747.64,14391.46,8472.813,85854.81,6000.421,22799.74,11913.7,6250.686,679.9748,4393.688,5262.82,5854.774,11074.63,10334.76,7472.861,6289.509,18233.74
2033,8425.06,4078.276,3647.271,5012.257,34271.68,5398.789,22327.53,18022.18,8218.787,6122.554,6369.626,15778.56,7091.619,13039.88,6627.358,6560.67,6993.253,25692.46,12321.49,4713.12,4018.173,5716.748,6154.462,2713.068,20941.39,16890.16,14858.58,6788.204,16165.51,24657.55,8432.501,11606.83,21231.55,8223.446,11704.46,14442.15,22365.68,7242.374,23620.78,4861.297,4796.756,17199.12,7531.358,11606,17724.89,4217.173,24004.93,15069.47,11800.68,91245.38,6226.304,22714.3,12072.9,4793.944,945.1975,4860.511,5029.797,6497.935,9280.256,8607.446,5957.709,6391.201,15552.29
2032,8645.389,4341.019,4366.244,5536.826,33329.6,6082.917,21039.51,18891.2,8242.33,6154.49,6977.583,14620.95,7196.275,13338.36,7214.144,7099.529,7432.471,22247.81,11497.28,4549.173,4378.324,4304.963,6701.528,4992.689,20308.2,18169.54,17353.82,5530.658,16408.29,29546.97,7893.792,11454.38,22158.81,8570.522,11452.36,14566.01,19207.57,7630.668,26412.77,6288.028,4298.084,18709.09,7077.073,10550.49,18701.68,5786.673,24928.51,14542.61,10331.19,89621.92,7043.192,27297.87,11810.41,6771.49,853.48,5124.65,5519.083,7245.76,11395.32,10761.93,7686.195,7088.806,16641.14
2031,8696.639,4250.289,4024.579,5141.614,31444.93,6075.896,22152.69,16086.51,7648.219,6181.97,6112.013,12735.56,7425.058,13364.11,7095.582,7515.66,5690.707,24289.88,14289.68,4736.531,4813.538,4985.408,6177.657,3918.914,19063.42,16183.71,19614.54,6701.893,14931.05,29013.86,8358.483,11683.22,22536.89,8732.452,12130.1,13914.22,21909.17,6917.909,24464.65,5833.268,5549.856,16808.15,6834.355,10979.46,16187.7,5338.681,23850.11,14110.09,9481.016,94862.13,6067.896,22474.79,12183.58,6384.627,806.7316,4944.309,5050.13,8224.052,10141.13,8960.607,6884.152,6262.491,18712.52
2030,8632.063,4378.6,3073.771,4989.835,29930.04,5188.555,20635.52,17741.07,7346.869,5497.074,5883.077,15347.58,6976.707,14241.91,6784.728,5714.079,7130.669,22974.03,13701.71,5037.072,3905.906,4952.74,5346.212,3595.85,20187.25,18179.61,16544.97,5864.317,13737.61,28721,7251.862,10702.89,20825.75,7765.866,15239.87,13714.17,23427.28,7222.625,24090.14,5185.121,4397.391,15324.26,7036.377,10700.97,15292.47,5554.544,21820.22,13377.04,11108.17,81645.52,7347.939,23238.76,9700.337,6951.642,1112.731,4509.312,6121.037,5558.231,9875.609,10773.09,5646.665,6675.287,16100.97
2029,7758.057,3426.577,3675.838,4658.638,30514.07,5947.582,21584.99,16904.37,8137.899,6125.424,6514.118,16593.18,6742.21,12973.43,5431.842,6009.249,5857.109,25863.29,12322.29,4480.245,4654.044,5182.969,5663.066,3682.268,20429.48,15244.22,17048.65,6429.685,15550.78,29634.58,8767.079,11973.85,21328.19,7972.058,11619.54,13902.59,19246.05,6907.616,23992.03,5323.063,4590.056,16378,7430.572,10332.49,14464.87,5239.638,21370.7,13191.11,11002.02,85994.26,6770.611,24991.37,10115.49,6242.498,767.8625,5097.696,5032.653,6089.561,9781.411,10282.35,6365.123,6135.058,17241.01
2028,8599.331,4673.917,3375.692,4828.208,32037.35,5829.989,22576.19,17309.74,7469.796,5668.466,6668.467,15191.27,7575.163,14124.09,6972.606,6162.07,5819.798,27015.44,13543.31,4601.34,4509.261,4860.292,6103.114,3313.772,20659.27,17174.19,17073.2,5393.225,14845.86,28725.42,8317.523,11109.08,20910.18,8611.925,12818.72,13915.95,19508.45,6334.996,24886.49,5148.129,3704.943,14798.6,6787.587,10218.86,16144.11,5403.854,22457.73,14735.02,10564.58,85220.95,5935.584,26249.41,10728.72,5847.897,679.8901,5052.404,5059.614,6305.403,9391.401,9147.823,7089.385,6953.796,16837.18
2027,8175.452,4552.332,3660.774,5259.089,31558.88,5500.094,20844.18,18559.26,7940.214,5848.944,7579.42,14610.16,6641.364,15471.42,7054.985,6537.188,6106.83,27564.65,14572.69,4248.486,4157.525,5984.803,5973.031,3445.642,20148.7,15994.63,18713.88,6278.814,15081.3,30776.6,8949.314,12042.3,21630.07,7874.671,13503.48,13976.8,23037.81,7005.002,23551.47,6213.735,4552.94,17718.76,6660.281,11417.09,15144.57,6360.641,23138.49,13963.44,10308.43,88038.45,6458.863,27841.72,10637.73,6665.339,999.8596,5166.769,4758.752,5378.93,9891.933,8818.259,6198.685,6377.144,16091.18
2026,8708.564,3861.213,4012.683,4939.056,33788.54,6182.701,21534.01,17284.61,8131.725,5944.523,7904.614,15990.95,8183.888,15080.67,7042.921,7168.788,6757.373,27756.02,13849.37,4759.676,4605.102,5179.229,6338.18,3491.281,21447.61,16092.83,19291.1,5985.45,13692.98,27690.3,9083.209,12502.39,22206.73,8349.023,12795.87,14483.74,21850.33,6815.836,26301.85,6739.28,4855.282,17237.71,7199.431,12509.68,15579.21,5598.694,23171.17,14680.74,10567.83,93820.28,7495.4,30027.29,10273.25,7307.618,1185.764,4669.036,4675.093,5131.925,10161.33,8907.105,7711.817,6206.357,16278.08
2025,8749.367,4225.702,3890.804,5012.693,33101.48,5756.133,23518.36,18168.67,9208.852,6170.478,7538.21,17073.83,8077.384,14225.46,6835.155,7048.847,6801.995,26553.67,13984.96,4703.934,5289.314,5595.083,6241.139,3580.395,19996.88,17973.03,19148.47,6086.039,15586.38,28049.83,8665.72,12202.74,22519.35,8196.661,13632.97,14056.55,25782.22,7742.758,27661.41,6729.984,4604.047,17946.85,7421.374,10423.7,16111.92,5920.949,22637.47,15460.39,12078.95,96751.36,7563.711,29697.77,11059.43,8438.656,1151.043,6050.255,5099.92,6628.448,10569.23,8464,6378.417,6736.787,17502.3
2024,9360.089,3822.055,3841.286,4791.842,34263.54,6595.883,19997.32,17987.12,8589.64,5356.901,7019.146,13649.04,7541.208,12237,6828.216,6775.091,6965.746,27583.67,13387.75,4134.255,5255.842,4608.882,5722.128,3653.241,20022.04,16394.69,19459.26,6426.826,13640.23,28395.73,8442.723,11700.69,21672.11,9415.598,14196.63,15304.92,23799.86,7234.748,28049.55,5904.108,5835.093,15517.02,7084.316,11849.2,14702.2,5707.985,21769.9,14781.97,9386.859,92898.02,4566.094,30022.2,11194.18,8343.429,1022.007,5026.215,4735.413,5576.426,9349.319,8479.938,5996.147,6498.595,16748.14
2023,8919.932,4582.882,3707.311,4445.56,30520.86,5554.65,21653.45,16020.33,7630.122,6576.147,7153.444,16067.61,8074.371,13747.7,7810.316,6930.193,7399.639,29706.49,13032.84,4244.693,4338.826,5464.627,5384.769,3402.984,22882.75,16677.71,19477.38,5888.377,13131.72,29425.41,9837.273,12543.48,22040.55,8141.522,14552.47,15059.05,19173.82,7350.71,26458.46,5538.617,5264.527,18292.49,7508.718,13275.43,15794.21,6218.783,21332.97,15811.39,10919.38,95993.56,6688.011,27316.95,11180.83,7179.161,948.1768,4526.764,4530.348,6545.337,10979.64,8481.428,7675.13,6393.945,16524.37
2022,8115.84,4067.324,3698.823,4825.857,31657.3,5372.974,21069.28,15765.83,8581.612,5675.672,7898.645,17187.24,6260.24,12877.1,5675.646,7186.666,7052.183,30493.35,15308.47,4790.155,5128.801,5567.9,5008.579,3663.306,21578.94,15960.79,19128.5,5634.109,12527.86,27963.02,8244.122,10811.91,19563.3,7436.775,12267.89,14601.24,23051.16,6237.636,26205.51,6071.977,4922.644,15621.04,6623.561,12476.74,15591.93,6249.766,24146.03,14407.08,11023.04,92522.67,5674.153,29901.54,10281.24,7892.993,1050.453,4551.457,4553.352,6172.96,10075.13,8427.552,8540.769,6126.391,17521.52
2021,8830.99,3182.431,3926.854,4706.52,28906.54,5758.192,21734.11,15637.52,9344.061,5554.619,8121.485,15505.59,7373.461,14493.48,6804.126,6682.616,6752.229,27900.73,14217.42,4147.558,4627.544,5645.023,5424.001,2964.866,23459.98,16322.58,19623.74,6395.296,13746.24,29772.3,7942.623,12633.43,20201.56,8113.188,12917.35,15452.38,24586.36,6616.71,25439.55,5896.865,5417.429,15409.55,7857.833,11856.85,15866.11,6574.176,21338.99,14135.87,11139.66,89438.95,6914.295,27768.46,10112.62,8066.603,1041.55,4948.288,4544.258,6070.268,8847.764,7467.077,7019.013,5310.36,16569.21
2020,9176.249,4210.288,3969.507,4751.134,29812.25,5683.11,22422.79,15680.96,8030.661,5038.315,7591.504,17078.67,7467.144,12966.86,6628.922,6387.723,6586.289,28500.7,14422.85,5191.958,4836.383,5592.648,5379.462,3317.734,23420.22,15774.22,19161.29,6451.082,13304.44,29026.08,8400.916,11678.4,19335.58,7855.299,14058.18,14933.78,22647.06,5974.799,25042.49,6203.541,5451.047,14998.67,6949.813,12366.69,13903.93,6016.431,22854.15,13930.35,10767.44,88502.63,5981.405,26915.46,10305.25,6910.412,875.2682,4920.907,4565.932,5872.219,9397.456,7260.733,7263.847,6065.591,14936.62
2019,7875.528,3962.961,3898.566,4438.718,30717.97,5870.453,21968.91,16340.64,7729.818,5707.362,7816.647,16598.5,7232.409,12746.17,6868.733,7658.659,8223.489,29504.76,16254.71,4274.979,5121.733,4993.134,5473.519,3903.912,23784.82,17054.84,19963.95,6349.835,13695.26,26169.42,9255.813,11323.99,20226.44,8540.416,12979.04,14510.43,23889.97,6846.554,29224.7,6854.304,5454.945,15851.28,7669.457,14186.62,15385.2,5963.448,23778.92,14001.06,10770.14,93500.2,6211.531,28317,10670.13,9777.574,1067.885,4717.688,4518.744,5881.32,9807.563,8191.838,8353.797,6382.563,17195.67
2018,10103.88,4038.265,3631.859,4712.063,29335.19,6039.025,20873.58,16032.08,8741.462,5767.268,8468.656,16091.3,7502.713,15674.5,7242.181,7860.096,7112.071,28664.28,14696.88,5318.422,4897.164,7238.234,6206.72,3100.154,26693.52,15080.09,21986.18,6196.147,13818.3,31210.76,8372.905,12229.43,22145.62,7805.364,14560.89,14724.72,24481,5841.76,28122.16,7346.277,6019.762,16241.74,6490.387,12855.18,14281.77,6114.012,24026.66,13395.27,12535,90941.22,6071.42,31292.24,9794.639,8507.704,911.0461,4341.018,4052.538,6476.825,9678.209,8476.604,6989.545,6058.361,15247.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend for-profit post-secondary institution after high school graduation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,2466.048,990.1585,2097.635,1523.106,13092.24,2308.026,5177.371,5302.604,2715.529,2787.935,1175.483,2834.227,1232.17,2844.076,1829.715,1818.951,961.2814,3853.459,2525.476,727.0773,1287.921,1155.946,3431.381,2462.687,2505.336,4662.237,3201.099,2180.159,5257.664,3725.004,2480.681,2905.532,8048.345,3629.188,2000.454,3758.507,2969.216,1670.092,3543.028,975.1182,827.9363,4656.305,2624.406,2030.375,5317.24,858.0044,6882.908,3891.432,1321.504,7779.426,1533.977,2574.256,6399.627,804.0085,211.6014,1690.394,2084.363,1542.101,1843.628,2419.024,960.6238,1824.468,3550.849
2034,2443.578,1210.314,2475.761,1447.776,13782.64,2404.392,5048.084,5345.879,2983.021,2683.78,1268.093,2998.563,1282.249,2758.612,1721.627,1741.754,1033.875,3976.948,2660.668,775.7232,1263.252,1166.741,3515.685,2227.916,2433.192,4760.155,3272.295,2046.592,5330.325,4048.677,2407.828,3090.745,7912.078,4254.361,2281.791,3902.956,3324.122,2165.593,4253.724,1104.345,817.373,4377.713,2977.068,2190.774,5019.253,882.129,7945.115,3945.503,1334.808,9015.477,1726.743,2806.66,6549.402,845.0745,120.2207,1622.717,2109.832,1951.279,1907.376,2360.541,1006.244,1997.625,3886.616
2033,2340.587,937.7423,2449.068,1432.298,14296.8,2277.515,5638.352,5630.721,3052.4,2885.271,1274.777,2976.159,1188.365,2606.385,1753.048,1896.449,1154.372,3837.197,2655.309,850.6611,1255.017,1178.928,3698.25,2409.326,2457.562,4601.114,3214.759,2070.776,5345.655,3622.481,2574.14,3153.141,8035.83,3962.397,2091.853,3710.99,2678.691,1843.343,4073.266,1040.875,749.8174,4796.204,2928.091,2212.616,5504.438,797.2618,8304.282,4061.503,1373.31,9383.309,1754.156,3009.39,6960.671,726.3908,184.6307,1583.737,2160.611,1842.772,1855.172,2114.518,944.9019,2099.494,3546.7
2032,2545.561,1026.524,2927.944,1594.774,13793.03,2713.661,5605.189,5611.011,3034.903,3476.473,1296.601,3096.62,1129.158,2601.926,1850.167,2121.384,1145.427,4067.409,2543.031,836.1871,1430.015,1150.26,3876.767,2286.612,2653.602,5493.798,3344.264,1994.427,5563.112,3883.533,2376.728,3183.963,8303.061,3967.595,2153.489,4054.551,3395.693,1944.054,4254.795,1109.21,735.9406,5172.93,3090.64,2190.403,5174.45,946.7943,8884.359,4145.5,1379.844,9505.225,1896.274,3263.001,7376.196,960.857,160.2364,1719.012,2199.4,2185.896,2070.2,2432.739,968.4819,1981.765,3736.061
2031,2501.104,1015.748,2545.846,1548.743,14104.85,2797.298,5560.987,5212.448,2832.706,3487.715,1274.216,2793.679,1278.588,2621.666,1928.169,2091.213,1001.426,4252.626,2660.505,787.9812,1461.802,1264.321,3755.833,2669.051,2641.417,4851.54,3347.222,2007.593,5684.894,3866.505,2488.619,3054.131,8046.916,4126.543,2089.031,3944.416,3314.028,2043.212,4211.097,1063.834,1073.547,4902.14,3039.603,2102.576,4941.741,978.5466,8540.645,4153.813,1484.472,9799.954,1776.81,2884.436,7729.611,952.5354,225.1324,1742.576,2220.906,2324.394,2045.203,2379.517,1033.306,1993.536,4398.84
